Torreon,NM,Torrance,150,3,0,0,0,0,0,0.0
Oso,WA,Snohomish,400,3,0,0,0,0,0,0.0
Newington,GA,Screven,393,3,0,0,0,0,0,0.0
Denmark,IA,Lee,738,3,0,0,0,0,0,0.0
Englewood,OH,Montgomery,13388,3,0,0,0,0,0,0.0
Muhlenberg Park,PA,Berks,1179,3,0,0,0,0,0,0.0
North Carrollton,MS,Carroll,544,3,0,0,0,0,0,0.0
Medina,WA,King,2889,3,0,0,0,0,0,0.0
Fort Collins,CO,Larimer,339256,2,0,0,0,0,0,0.0
Mount Hermon,VA,Pittsylvania,4326,3,0,0,0,0,0,0.0
Funny River,AK,Kenai Peninsula,1127,3,0,0,0,0,0,0.0
Taylor Ferry,OK,Wagoner,791,3,0,0,0,0,0,0.0
Prue,OK,Osage,357,3,0,0,0,0,0,0.0
Redcrest,CA,Humboldt,15,3,0,0,0,0,0,0.0
Bellingham,MN,Lac qui Parle,152,3,0,0,0,0,0,0.0
Hayfield,IA,Hancock,0,3,0,0,0,0,0,0.0
Englewood,PA,Schuylkill,649,3,0,0,0,0,0,0.0
Marion Heights,PA,Northumberland,694,3,0,0,0,0,0,0.0
Sunnyside-Tahoe City,CA,Placer,1658,4,0,0,0,0,0,0.0
Green Valley,WI,Shawano,44,3,0,0,0,0,0,0.0
Waimalu,HI,Honolulu,14176,2,0,0,0,0,0,0.0
Malden,MA,Middlesex,65509,2,0,0,0,0,0,0.0
Englewood,NJ,Bergen,29342,2,0,0,0,0,0,0.0
Roseland,IN,St. Joseph,982,3,0,0,0,0,0,0.0
Carney,MI,Menominee,198,3,0,0,0,0,0,0.0
Carney,MD,Baltimore,28624,3,0,0,0,0,0,0.0
Purple Sage,WY,Sweetwater,676,3,0,0,0,0,0,0.0
Petaluma,CA,Sonoma,59321,3,0,0,0,0,0,0.0
Cherokee Falls,SC,Cherokee,28,3,0,0,0,0,0,0.0
South Heights,PA,Beaver,351,3,0,0,0,0,0,0.0
Clarkston,WA,Asotin,7240,3,0,0,0,0,0,0.0
Malden,MO,Dunklin,3818,3,0,0,0,0,0,0.0
Cape St. Claire,MD,Anne Arundel,9016,3,0,0,0,0,0,0.0
Medina,TX,Zapata,4073,3,0,0,0,0,0,0.0
Aspers,PA,Adams,399,3,0,0,0,0,0,0.0
Moorland,IA,Webster,171,3,0,0,0,0,0,0.0
Blythe,CA,Riverside,17824,3,0,0,0,0,0,0.0
Leggett,CA,Mendocino,44,3,0,0,0,0,0,0.0
New Columbia,PA,Union,914,3,0,0,0,0,0,0.0
Almena,WI,Barron,749,3,0,0,0,0,0,0.0
Union City,OK,Canadian,1603,3,0,0,0,0,0,0.0
Union City,OH,Darke,1367,3,0,0,0,0,0,0.0
North Tunica,MS,Tunica,507,3,0,0,0,0,0,0.0
Villa Esperanza,PR,Toa Baja,324,3,0,0,0,0,0,0.0
Garfield Heights,OH,Cuyahoga,29369,3,0,0,0,0,0,0.0
Endwell,NY,Broome,11821,3,0,0,0,0,0,0.0
Horton,KS,Brown,1708,3,0,0,0,0,0,0.0
Carney,OK,Lincoln,512,3,0,0,0,0,0,0.0
Carbondale,PA,Lackawanna,8820,3,0,0,0,0,0,0.0
Rocky Comfort,MO,McDonald,200,3,0,0,0,0,0,0.0
Pittston,PA,Luzerne,7618,3,0,0,0,0,0,0.0
Roseland,KS,Cherokee,58,3,0,0,0,0,0,0.0
St. Elizabeth,MO,Miller,592,3,0,0,0,0,0,0.0
Mims,FL,Brevard,7282,3,0,0,0,0,0,0.0
Union City,PA,Erie,2911,3,0,0,0,0,0,0.0
Beattyville,KY,Lee,1948,3,0,0,0,0,0,0.0
Alberta,MN,Stevens,86,3,0,0,0,0,0,0.0
Middle Island,NY,Suffolk,11086,3,0,0,0,0,0,0.0
Wharton,TX,Wharton,8671,3,0,0,0,0,0,0.0
Bethel Manor,VA,York,4512,2,0,0,0,0,0,0.0
Oak Grove,TX,Kaufman,671,3,0,0,0,0,0,0.0
Seneca,OR,Grant,119,3,0,0,0,0,0,0.0
Greer,AZ,Apache,0,3,0,0,0,0,0,0.0
Napeague,NY,Suffolk,197,3,0,0,0,0,0,0.0
Suissevale,NH,Carroll,245,4,0,0,0,0,0,0.0
Gustavus,AK,Hoonah-Angoon,610,3,0,0,0,0,0,0.0
Industry,PA,Beaver,1657,3,0,0,0,0,0,0.0
Whispering Pines,AZ,Gila,141,3,0,0,0,0,0,0.0
Seneca,PA,Venango,1455,3,0,0,0,0,0,0.0
Lake Tekakwitha,MO,Jefferson,210,4,0,0,0,0,0,0.0
Mace,IN,Montgomery,127,4,0,0,0,0,0,0.0
Kanarraville,UT,Iron,304,3,0,0,0,0,0,0.0
Oak Grove,TN,Washington,4483,3,0,0,0,0,0,0.0
Cumberland Center,ME,Cumberland,2811,3,0,0,0,0,0,0.0
Davie,FL,Broward,106412,2,0,0,0,0,0,0.0
Marietta-Alderwood,WA,Whatcom,3569,3,0,0,0,0,0,0.0
Reeder,ND,Adams,137,3,0,0,0,0,0,0.0
Goodenow,IL,Will,0,3,0,0,0,0,0,0.0
Graysville,AL,Jefferson,2600,4,0,0,0,0,0,0.0
Protivin,IA,Howard,368,3,0,0,0,0,0,0.0
Harrell,AR,Calhoun,253,3,0,0,0,0,0,0.0
Vacaville,CA,Solano,102085,2,0,0,0,0,0,0.0
Oak Grove,VA,Loudoun,2452,3,0,0,0,0,0,0.0
Keyes,CA,Stanislaus,5330,3,0,0,0,0,0,0.0
Faith,NC,Rowan,1090,3,0,0,0,0,0,0.0
Medina,TN,Gibson,5268,3,0,0,0,0,0,0.0
Jamestown West,NY,Chautauqua,2398,3,0,0,0,0,0,0.0
Tolstoy,SD,Potter,67,3,0,0,0,0,0,0.0
Virden,NM,Hidalgo,192,3,0,0,0,0,0,0.0
El Refugio,TX,Starr,686,3,0,0,0,0,0,0.0
Toa Baja,PR,Toa Baja,964,3,0,0,0,0,0,0.0
Irondale,OH,Jefferson,271,3,0,0,0,0,0,0.0
Lake Ronkonkoma,NY,Suffolk,18289,3,0,0,0,0,0,0.0
Seneca,MO,Newton,1938,3,0,0,0,0,0,0.0
Bellingham,WA,Whatcom,128737,2,0,139613,153760,140326,137166,13.85
Tillmans Corner,AL,Mobile,17678,3,0,0,0,0,0,0.0
Hazelwood,MO,St. Louis,25214,3,0,0,0,0,0,0.0
Martin's Additions,MD,Montgomery,1019,2,0,0,0,0,0,0.0
Seneca,NE,Thomas,28,3,0,0,0,0,0,0.0
Tacna,AZ,Yuma,457,3,0,0,0,0,0,0.0
Springerville,AZ,Apache,1847,3,0,0,0,0,0,0.0
Keithsburg,IL,Mercer,520,3,0,0,0,0,0,0.0
Sleepy Hollow Lake,NY,Greene,1566,3,0,0,0,0,0,0.0
Titanic,OK,Adair,444,3,0,0,0,0,0,0.0
Englewood,TN,McMinn,1643,3,0,0,0,0,0,0.0
Oviedo,FL,Seminole,39990,3,0,0,0,0,0,0.0
Silverhill,AL,Baldwin,929,3,0,0,0,0,0,0.0
Pondera Colony,MT,Pondera,47,3,0,0,0,0,0,0.0
La Center,WA,Clark,3885,3,0,0,0,0,0,0.0
Lakeshore Gardens-Hidden Acres,TX,San Patricio,1020,4,0,0,0,0,0,0.0
Ohiowa,NE,Fillmore,117,3,0,0,0,0,0,0.0
Ophir,UT,Tooele,26,3,0,0,0,0,0,0.0
Rices Landing,PA,Greene,518,3,0,0,0,0,0,0.0
Mattawamkeag,ME,Penobscot,428,3,0,0,0,0,0,0.0
Shawsville,VA,Montgomery,1725,3,0,0,0,0,0,0.0
St. Hedwig,TX,Bexar,2839,4,0,0,0,0,0,0.0
Plain Dealing,LA,Bossier,852,3,0,0,0,0,0,0.0
Harrod,OH,Allen,467,3,0,0,0,0,0,0.0
Lizton,IN,Hendricks,620,3,0,0,0,0,0,0.0
Seneca,KS,Nemaha,2139,3,0,0,0,0,0,0.0
Gearhart,OR,Clatsop,1959,3,0,0,0,0,0,0.0
Greers Ferry,AR,Cleburne,959,3,0,0,0,0,0,0.0
Mesa,AZ,Maricopa,507478,2,0,0,0,0,0,0.0
Medina,NY,Orleans,5799,3,0,0,0,0,0,0.0
Medical Lake,WA,Spokane,4927,3,0,0,0,0,0,0.0
Rawlings,MD,Allegany,404,3,0,0,0,0,0,0.0
Birnamwood,WI,Shawano,688,3,0,0,0,0,0,0.0
South Salt Lake,UT,Salt Lake,26277,3,0,0,0,0,0,0.0
Cle Elum,WA,Kittitas,2078,3,0,0,0,0,0,0.0
New Weston,OH,Darke,86,3,0,0,0,0,0,0.0
Gatesville,NC,Gates,310,3,0,0,0,0,0,0.0
Medina,OH,Medina,26040,3,0,0,0,0,0,0.0
Mackville,KY,Washington,227,3,0,0,0,0,0,0.0
Kronenwetter,WI,Marathon,8420,3,0,0,0,0,0,0.0
Irondale,MO,Washington,534,3,0,0,0,0,0,0.0
Mapletown,PA,Greene,90,3,0,0,0,0,0,0.0
Purcellville,VA,Loudoun,8974,3,0,0,0,0,0,0.0
New Wells,MO,Cape Girardeau,0,3,0,0,0,0,0,0.0
Loxahatchee Groves,FL,Palm Beach,3405,3,0,0,0,0,0,0.0
Dover Hill,IN,Martin,64,3,0,0,0,0,0,0.0
Monte Vista,CO,Rio Grande,4178,3,0,0,0,0,0,0.0
Yazoo City,MS,Yazoo,10270,3,0,0,0,0,0,0.0
Seven Mile Ford,VA,Smyth,528,3,0,0,0,0,0,0.0
Industry,TX,Austin,270,3,0,0,0,0,0,0.0
Sugarloaf Village,CA,Tulare,0,3,0,0,0,0,0,0.0
Berlin Heights,OH,Erie,878,3,0,0,0,0,0,0.0
Larkspur,CA,Marin,12856,3,0,0,0,0,0,0.0
Seneca,IL,LaSalle,2525,3,0,0,0,0,0,0.0
Salome,AZ,La Paz,731,3,0,0,0,0,0,0.0
Howey-in-the-Hills,FL,Lake,2279,3,0,0,0,0,0,0.0
Wharton,NJ,Morris,7254,3,0,0,0,0,0,0.0
Larkspur,CO,Douglas,171,3,0,0,0,0,0,0.0
Hooppole,IL,Henry,174,3,0,0,0,0,0,0.0
East Meadow,NY,Nassau,35806,2,0,0,0,0,0,0.0
Good Pine,LA,LaSalle,338,3,0,0,0,0,0,0.0
South Lincoln,VT,Addison,159,3,0,0,0,0,0,0.0
Orange,OH,Cuyahoga,3448,3,0,0,0,0,0,0.0
Mesa,CA,Inyo,358,4,0,0,0,0,0,0.0
Medina,MN,Hennepin,6858,3,0,0,0,0,0,0.0
Normandy Park,WA,King,6659,3,0,0,0,0,0,0.0
Diller,NE,Jefferson,183,3,0,0,0,0,0,0.0
Baidland,PA,Washington,1744,3,0,0,0,0,0,0.0
Harahan,LA,Jefferson,8939,3,0,0,0,0,0,0.0
Minnewaukan,ND,Benson,186,3,0,0,0,0,0,0.0
Buckland,AK,Northwest Arctic,629,3,0,0,0,0,0,0.0
Wharton,OH,Wyandot,377,3,0,0,0,0,0,0.0
Medina,ND,Stutsman,242,3,0,0,0,0,0,0.0
Gough,GA,Burke,140,3,0,0,0,0,0,0.0
Dupont City,WV,Kanawha,455,3,0,0,0,0,0,0.0
Miami Lakes,FL,Miami-Dade,30731,2,0,0,0,0,0,0.0
Grain Valley,MO,Jackson,15967,3,0,0,0,0,0,0.0
West Dundee,IL,Kane,7867,3,0,0,0,0,0,0.0
Chacra,CO,Garfield,449,3,0,0,0,0,0,0.0
Hayfield,VA,Fairfax,4252,3,0,0,0,0,0,0.0
Las Lomas,CA,Monterey,3223,3,0,0,0,0,0,0.0
Thomasville,GA,Thomas,18720,3,0,0,0,0,0,0.0
Arnolds Park,IA,Dickinson,911,3,0,0,0,0,0,0.0
Belle Valley,OH,Noble,185,3,0,0,0,0,0,0.0
St. Marys,KS,Pottawatomie,2795,3,0,0,0,0,0,0.0
Redbird Smith,OK,Sequoyah,558,3,0,0,0,0,0,0.0
Millstadt,IL,St. Clair,4013,3,0,0,0,0,0,0.0
New Oxford,PA,Adams,1777,3,0,0,0,0,0,0.0
Bardolph,IL,McDonough,226,3,0,0,0,0,0,0.0
Bloomsburg,PA,Columbia,12906,3,0,0,0,0,0,0.0
Gun Club Estates,FL,Palm Beach,853,3,0,0,0,0,0,0.0
Butternut,WI,Ashland,421,3,0,0,0,0,0,0.0
Dunlap,IN,Elkhart,6602,3,0,0,0,0,0,0.0
Dunlap,IL,Peoria,1448,3,0,0,0,0,0,0.0
Switzer,WV,Logan,179,3,0,0,0,0,0,0.0
Humphrey,NE,Platte,701,3,0,0,0,0,0,0.0
Brownsboro Farm,KY,Jefferson,549,3,0,0,0,0,0,0.0
Truchas,NM,Rio Arriba,278,3,0,0,0,0,0,0.0
Brooksburg,IN,Jefferson,89,3,0,0,0,0,0,0.0
Rhodes,MT,Flathead,63,3,0,0,0,0,0,0.0
Dunlap,IA,Harrison,1318,3,0,0,0,0,0,0.0
Avondale,CO,Pueblo,298,3,0,0,0,0,0,0.0
Walla Walla East,WA,Walla Walla,2264,3,0,0,0,0,0,0.0
Irondale,GA,Clayton,8722,3,0,0,0,0,0,0.0
Valencia West,AZ,Pima,13834,3,0,0,0,0,0,0.0
Woodland Mills,TN,Obion,584,3,0,0,0,0,0,0.0
Overbrook,KS,Osage,1015,3,0,0,0,0,0,0.0
Nocona Hills,TX,Montague,633,3,0,0,0,0,0,0.0
Seymour,IL,Champaign,333,3,0,0,0,0,0,0.0
Burnsville,MN,Dakota,64295,3,0,0,0,0,0,0.0
Seymour,IN,Jackson,21536,3,0,0,0,0,0,0.0
Glenview,IL,Cook,47682,3,0,0,0,0,0,0.0
Lake Ellsworth Addition,OK,Comanche,175,3,0,0,0,0,0,0.0
Burnsville,MS,Tishomingo,807,3,0,0,0,0,0,0.0
Carbondale,CO,Garfield,6553,3,0,0,0,0,0,0.0
Cotati,CA,Sonoma,7533,3,0,0,0,0,0,0.0
White Plains,GA,Greene,177,3,0,0,0,0,0,0.0
Burnsville,NC,Yancey,2143,3,0,0,0,0,0,0.0
St. Helens,OR,Columbia,14152,3,0,0,0,0,0,0.0
Cordele,GA,Crisp,10107,3,0,0,0,0,0,0.0
Lake Valley,NM,San Juan,87,3,0,0,0,0,0,0.0
Chevy Chase Section Three,MD,Montgomery,985,2,0,0,0,0,0,0.0
Tivoli,NY,Dutchess,892,3,0,0,0,0,0,0.0
Rowesville,SC,Orangeburg,406,3,0,0,0,0,0,0.0
Cannonville,UT,Garfield,226,3,0,0,0,0,0,0.0
Ducor,CA,Tulare,707,3,0,0,0,0,0,0.0
Hortonville,NY,Sullivan,284,3,0,0,0,0,0,0.0
Bayport,FL,Hernando,168,3,0,0,0,0,0,0.0
Cloud Creek,OK,Delaware,195,3,0,0,0,0,0,0.0
St. Marys,OH,Auglaize,8319,3,0,0,0,0,0,0.0
Hodgenville,KY,Larue,3262,3,0,0,0,0,0,0.0
Tornado,WV,Kanawha,1101,3,0,0,0,0,0,0.0
Maury,NC,Greene,1069,3,0,0,0,0,0,0.0
Gakona,AK,Copper River,200,3,0,0,0,0,0,0.0
Kaneville,IL,Kane,615,3,0,0,0,0,0,0.0
Orange,TX,Orange,19178,3,0,0,0,0,0,0.0
Paradise Valley,AZ,Maricopa,12621,3,0,0,0,0,0,0.0
Avondale,AZ,Maricopa,90644,3,0,0,0,0,0,0.0
Larke,PA,Blair,29,3,0,0,0,0,0,0.0
Boston Heights,OH,Summit,1436,3,0,0,0,0,0,0.0
Robbinsville,NC,Graham,677,3,0,0,0,0,0,0.0
Glenview,KY,Jefferson,612,3,0,0,0,0,0,0.0
Lohman,MO,Cole,258,3,0,0,0,0,0,0.0
Shipman,VA,Nelson,489,3,0,0,0,0,0,0.0
Marlboro,NY,Ulster,3959,3,0,0,0,0,0,0.0
Cass City,MI,Tuscola,2189,3,0,0,0,0,0,0.0
Shoreline,WA,King,59280,3,0,0,0,0,0,0.0
Vicksburg,AZ,La Paz,628,3,0,0,0,0,0,0.0
Rhodes,IA,Marshall,285,3,0,0,0,0,0,0.0
Marlboro,NJ,Cumberland,101,3,0,0,0,0,0,0.0
Gorman,TX,Eastland,1056,3,0,0,0,0,0,0.0
Centerview,MO,Johnson,250,3,0,0,0,0,0,0.0
Newington,VA,Fairfax,13824,3,0,0,0,0,0,0.0
Zephyrhills North,FL,Pasco,3243,3,0,0,0,0,0,0.0
Ozark,AL,Dale,14348,3,0,0,0,0,0,0.0
Ozark,AR,Franklin,3555,3,0,0,0,0,0,0.0
Valley Brook,OK,Oklahoma,682,3,0,0,0,0,0,0.0
Kratzerville,PA,Snyder,348,3,0,0,0,0,0,0.0
Pendroy,MT,Teton,13,3,0,0,0,0,0,0.0
Amityville,NY,Suffolk,9513,3,0,0,0,0,0,0.0
Tivoli,TX,Refugio,533,3,0,0,0,0,0,0.0
Grandview Heights,OH,Franklin,8422,2,0,0,0,0,0,0.0
West Salem,WI,La Crosse,5268,3,0,0,0,0,0,0.0
Menoken,ND,Burleigh,95,3,0,0,0,0,0,0.0
Blue Valley,CO,Clear Creek,169,3,0,0,0,0,0,0.0
Amana,IA,Iowa,650,3,0,0,0,0,0,0.0
Hoagland,IN,Allen,886,3,0,0,0,0,0,0.0
Fountain City,WI,Buffalo,747,3,0,0,0,0,0,0.0
Tabor,SD,Bon Homme,346,3,0,0,0,0,0,0.0
La Chuparosa,TX,Starr,131,3,0,0,0,0,0,0.0
Marlboro,OH,Stark,211,3,0,0,0,0,0,0.0
Folkston,GA,Charlton,4609,3,0,0,0,0,0,0.0
Faith,SD,Meade,327,3,0,0,0,0,0,0.0
Hortonville,IN,Hamilton,186,4,0,0,0,0,0,0.0
Beckett Ridge,OH,Butler,9451,3,0,0,0,0,0,0.0
Seymour,MO,Webster,2081,3,0,0,0,0,0,0.0
Accident,MD,Garrett,436,3,0,0,0,0,0,0.0
Orange,VA,Orange,5000,3,0,0,0,0,0,0.0
Narberth,PA,Montgomery,4482,2,0,0,0,0,0,0.0
Monmouth Beach,NJ,Monmouth,3201,3,0,0,0,0,0,0.0
Elton,LA,Jefferson Davis,1132,3,0,0,0,0,0,0.0
Pittsford,MI,Hillsdale,711,3,0,0,0,0,0,0.0
Hanna,IN,LaPorte,490,3,0,0,0,0,0,0.0
St. Marys,PA,Elk,12612,3,0,0,0,0,0,0.0
Vandenberg AFB,CA,Santa Barbara,3688,4,0,0,0,0,0,0.0
Mayer,MN,Carver,2501,3,0,0,0,0,0,0.0
Smiley,TX,Gonzales,533,3,0,0,0,0,0,0.0
Deer Canyon,NM,Torrance,0,3,0,0,0,0,0,0.0
Funkley,MN,Beltrami,61,3,0,0,0,0,0,0.0
El Rito,NM,Rio Arriba,961,3,0,0,0,0,0,0.0
Ophir,CO,San Miguel,144,3,0,0,0,0,0,0.0
Gore,VA,Frederick,52,3,0,0,0,0,0,0.0
Murrysville,PA,Westmoreland,20839,3,0,0,0,0,0,0.0
Ridgeside,TN,Hamilton,907,3,0,0,0,0,0,0.0
Edmond,KS,Norton,33,3,0,0,0,0,0,0.0
Hayfield,MN,Dodge,1382,3,0,0,0,0,0,0.0
Wellsboro,PA,Tioga,3445,3,0,0,0,0,0,0.0
Hanska,MN,Brown,391,3,0,0,0,0,0,0.0
Englewood,CO,Arapahoe,33774,3,0,0,0,0,0,0.0
Vienna,VA,Fairfax,16369,3,0,0,0,0,0,0.0
Cesar Chavez,TX,Hidalgo,1742,3,0,0,0,0,0,0.0
Irondale,AL,Jefferson,13462,3,0,0,0,0,0,0.0
Burnsville,WV,Braxton,493,3,0,0,0,0,0,0.0
Vicksburg,PA,Union,182,3,0,0,0,0,0,0.0
Greer,SC,Greenville,39191,3,0,0,0,0,0,0.0
Vienna,WV,Wood,10575,3,0,0,0,0,0,0.0
Lake Stickney,WA,Snohomish,15514,2,0,0,0,0,0,0.0
Pastoria,VA,Accomack,789,3,0,0,0,0,0,0.0
Morrowville,KS,Washington,147,3,0,0,0,0,0,0.0
Shipman,IL,Macoupin,667,3,0,0,0,0,0,0.0
Lakewood Club,MI,Muskegon,1315,3,0,0,0,0,0,0.0
Village of Waukesha,WI,Waukesha,8479,4,0,0,0,0,0,0.0
Rich Hill,MO,Bates,1412,3,0,0,0,0,0,0.0
Constantine,MI,St. Joseph,2196,3,0,0,0,0,0,0.0
Seymour,TN,Sevier,15914,3,0,0,0,0,0,0.0
Centennial Park,AZ,Mohave,1733,3,0,0,0,0,0,0.0
Center Junction,IA,Jones,125,3,0,0,0,0,0,0.0
Boulevard Park,WA,King,4334,3,0,0,0,0,0,0.0
Carbondale,IL,Jackson,21813,3,0,0,0,0,0,0.0
Seymour,TX,Baylor,2607,3,0,0,0,0,0,0.0
Millcreek,UT,Salt Lake,63342,3,0,0,0,0,0,0.0
Shannondale,WV,Jefferson,3441,3,0,0,0,0,0,0.0
Maramec,OK,Pawnee,44,3,0,0,0,0,0,0.0
Horse Shoe,NC,Henderson,1699,3,0,0,0,0,0,0.0
Vicksburg,MI,Kalamazoo,3824,3,0,0,0,0,0,0.0
Blythe,GA,Richmond,863,3,0,0,0,0,0,0.0
Monserrate,PR,Vega Baja,2166,3,0,0,0,0,0,0.0
Newfolden,MN,Marshall,468,3,0,0,0,0,0,0.0
Vicksburg,MS,Warren,20944,3,0,0,0,0,0,0.0
Coldspring,TX,San Jacinto,1372,3,0,0,0,0,0,0.0
Anton,TX,Hockley,1121,3,0,0,0,0,0,0.0
Warrior Run,PA,Luzerne,493,3,0,0,0,0,0,0.0
No Name,CO,Garfield,248,3,0,0,0,0,0,0.0
Kanorado,KS,Sherman,232,3,0,0,0,0,0,0.0
Charleroi,PA,Washington,4203,2,0,0,0,0,0,0.0
Carbondale,KS,Osage,1361,3,0,0,0,0,0,0.0
Lochsloy,WA,Snohomish,3088,3,0,0,0,0,0,0.0
Dallesport,WA,Klickitat,1434,3,0,0,0,0,0,0.0
Endeavor,WI,Marquette,505,3,0,0,0,0,0,0.0
Kirksville,MO,Adair,17493,3,0,0,0,0,0,0.0
Bayport,NY,Suffolk,8831,3,0,0,0,0,0,0.0
Amador City,CA,Amador,222,3,0,0,0,0,0,0.0
Dunlap,OH,Hamilton,1219,3,0,0,0,0,0,0.0
Moorland,KY,Jefferson,528,3,0,0,0,0,0,0.0
Escalon,CA,San Joaquin,7429,3,0,0,0,0,0,0.0
Tok,AK,Southeast Fairbanks,1490,3,0,0,0,0,0,0.0
Sarepta,LA,Webster,721,3,0,0,0,0,0,0.0
Colonial Heights,TN,Sullivan,2783,3,0,0,0,0,0,0.0
Edmond,OK,Oklahoma,95618,3,0,0,0,0,0,0.0
Vayas,PR,Ponce,414,3,0,0,0,0,0,0.0
Glenmora,LA,Rapides,1299,3,0,0,0,0,0,0.0
Peach Springs,AZ,Mohave,1196,3,0,0,0,0,0,0.0
Sheatown,PA,Luzerne,533,3,0,0,0,0,0,0.0
Summit View,WA,Pierce,9014,3,0,0,0,0,0,0.0
Oquawka,IL,Henderson,990,3,0,0,0,0,0,0.0
Wingdale,NY,Dutchess,1309,3,0,0,0,0,0,0.0
Bayport,MN,Washington,3948,3,0,0,0,0,0,0.0
George Mason,VA,Fairfax,9954,3,0,0,0,0,0,0.0
Johnson Creek,WI,Jefferson,3367,3,0,0,0,0,0,0.0
St. Marys,WV,Pleasants,2178,3,0,0,0,0,0,0.0
Montezuma Creek,UT,San Juan,256,3,0,0,0,0,0,0.0
Gorman,NC,Durham,1447,3,0,0,0,0,0,0.0
Harford,PA,Susquehanna,92,4,0,0,0,0,0,0.0
Udall,KS,Cowley,641,3,0,0,0,0,0,0.0
Bicknell,IN,Knox,2879,3,0,0,0,0,0,0.0
Hanna,OK,McIntosh,99,3,0,0,0,0,0,0.0
Lincroft,NJ,Monmouth,6901,3,0,0,0,0,0,0.0
Klukwan,AK,Hoonah-Angoon,89,3,0,0,0,0,0,0.0
Richburg,SC,Chester,404,3,0,0,0,0,0,0.0
Englewood,FL,Sarasota,19385,3,0,0,0,0,0,0.0
Dayton,WA,Columbia,2695,3,0,0,0,0,0,0.0
Dellwood,MN,Washington,1145,3,0,0,0,0,0,0.0
Pine River,WI,Waushara,115,3,0,0,0,0,0,0.0
Dayton,VA,Rockingham,2023,3,0,0,0,0,0,0.0
Winter,WI,Sawyer,328,3,0,0,0,0,0,0.0
Elmore,OH,Ottawa,1524,3,0,0,0,0,0,0.0
Gorman,MD,Garrett,262,3,0,0,0,0,0,0.0
Oxbow,NY,Jefferson,109,3,0,0,0,0,0,0.0
Dayton,WY,Sheridan,957,3,0,0,0,0,0,0.0
Lindsay,CA,Tulare,12572,3,0,0,0,0,0,0.0
Kosciusko,MS,Attala,6994,3,0,0,0,0,0,0.0
Cochiti Lake,NM,Sandoval,453,3,0,0,0,0,0,0.0
Colonial Heights,VA,Colonial Heights,18210,3,0,0,0,0,0,0.0
Ozark,MO,Christian,21953,3,0,0,0,0,0,0.0
Chesaning,MI,Saginaw,2411,3,0,0,0,0,0,0.0
Greenwater,WA,Pierce,138,3,0,0,0,0,0,0.0
